id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
12513977,PHP date_diff method facebook style,<p>i wrote a simple method which from a date start it returns how many days hours and seconds were passed.</p> <p>It returns for example 15000 days 3 hours 3 seconds ago ... seems not good to read at user side.</p> <p>How can i do better?</p> <p>For example somenthing like facebook posts time?</p> <p>can anyone take care on this code? </p> <pre><code>public function date_diff($start $end= NOW ) { $timeshift = false; $sdate = strtotime($start); $edate = strtotime($end); $time = $edate - $sdate; if($time &gt;= 0 &amp;&amp; $time &lt;= 59) { // Seconds if($time == 1) { $s = 'second'; } else { $s = 'seconds'; } $timeshift = $time. .$s; } elseif($time&gt;=60 &amp;&amp; $time&lt;=3599) { // Minutes + Seconds $pmin = ($edate - $sdate) / 60; $premin = explode('.' $pmin); if($premin[0] == 1) { $m = 'min'; } else { $m = 'min'; } // $presec = $pmin-$premin[0]; //$sec = $presec*60; $timeshift = $premin[0]. .$m;//.round($sec0); // sec '; } elseif($time&gt;=3600 &amp;&amp; $time&lt;=86399) { // Hours + Minutes $phour = ($edate - $sdate) / 3600; $prehour = explode('.'$phour); $premin = $phour-$prehour[0]; $min = explode('.'$premin*60); if($prehour[0] &gt; 1) { $h = 'hours'; } else { $h = 'hour'; } if($min[0] == 1) { $m = 'min'; } else { $m = 'min'; } // $presec = '0.'.$min[1]; // $sec = $presec*60; $timeshift = $prehour[0]. .$h. .$min[0]. .$m;//.round($sec0).' sec '; } elseif($time&gt;=86400) { // Days + Hours + Minutes $pday = ($edate - $sdate) / 86400; $preday = explode('.'$pday); $phour = $pday-$preday[0]; $prehour = explode('.'$phour*24); $premin = ($phour*24)-$prehour[0]; $min = explode('.'$premin*60); // $presec = '0.'.$min[1]; // $sec = $presec*60; if($preday[0] &gt; 1) { $d = 'days'; } else { $d = 'day'; } if($prehour[0] &gt; 1) { $h = 'hours'; } else { $h = 'hour'; } if($min[0] == 1) { $m = 'min'; } else { $m = 'min'; } $timeshift = $preday[0]. .$d. .$prehour[0]. .$h. .$min[0]. .$m; } return $timeshift.' ago'; } </code></pre> <p>thx and hope someone will enjoy this code</p>,12514125,3,2,,9/20/2012 13:43:51,,6/23/2013 0:33:17,6/23/2013 0:33:17,,246246,user895171,,,1,0,php|codeigniter|methods|datediff,841
17750182,CSS background-color:transparent after bg colour being set,<p>With CSS I'd like to set a background transparent after a colour already being set by its parent div.</p> <p><strong>HTML</strong></p> <pre><code>&lt;div id= content &gt; &lt;div id= nobackground &gt;This background is transparent&lt;/div&gt; &lt;div&gt;This is not transparent&lt;/div&gt; &lt;/div&gt; </code></pre> <p><strong>CSS</strong></p> <pre><code>htmlbody{ background-image:url( http://www.thomaslovgren.com/wp-content/uploads/spaceship1.png ); } #content{ background-color:#F00; } #nobackground{ background-color:transparent; } </code></pre> <p><a href= http://jsfiddle.net/7HfJa/1/ rel= nofollow >http://jsfiddle.net/7HfJa/1/</a></p> <p>A possible solution:</p> <pre><code>#content{ } #content div:not(#nobackground){ background-color:#F00; </code></pre> <p><a href= http://jsfiddle.net/7HfJa/4/ rel= nofollow >http://jsfiddle.net/7HfJa/4/</a></p> <p>But is there any <strong>better good-looking solution</strong> like a single statement to the div like <code>background-color:transparent</code>?</p>,17750576,3,2,,7/19/2013 15:42:46,,7/19/2013 16:01:49,7/19/2013 15:50:20,anon,,anon,,,1,0,css,80
12639624,How to unit test public methods that use same private methods?,<p>I need some guidance with my software testing.</p> <p>I'm over-complicating things but I'm too fixated to see what I'm doing wrong or an alternate way of doing things.</p> <p>I have several public methods that are using the same private method.</p> <p>The private method itself:</p> <ul> <li>has to handle many scenarios for its specific role</li> <li>works closely with fields/properties/methods in the same instance</li> </ul> <p>Say that the private method needs 5 tests to cover all scenarios and is used by 6 public methods.</p> <p><strong>Question</strong></p> <ul> <li><p><em>Do I then need at least <code>5x6</code> tests?</em></p></li> <li><p><em>How can I re-use the private method's tests for each public method?</em></p></li> <li><p><em>Are there any examples/articles out there on refactoring repeated tests?</em></p></li> </ul> <p><strong>Example</strong></p> <p><em>OnStartup()</em></p> <pre><code>- if_file_exists_load_entries () - if_file_missing_load_last () - if_no_files_create_new_entries () - if_exception_clear_entries_and_log () - loaded_entries_init_called () - Other tests </code></pre> <p><em>OnUserLoadCustom()</em></p> <pre><code>- if_file_exists_load_entries _AND_STORE_AS_LAST() - if_file_missing_load_last _AND_STORE_AS_LAST_AND_WARNING_MESSAGE() - if_no_files_create_new_entries _AND_WARNING_MESSAGE() - if_exception_clear_entries_and_log _AND_ERROR_MESSAGE() - loaded_entries_init_called _AND_SUCCESS_MESSAGE() - Other tests </code></pre> <p><em>OnRecover()</em></p> <pre><code>- if_file_exists_load_entries _AND_INFO_MESSAGE() - if_file_missing_load_last _AND_INFO_MESSAGE() - if_no_files_create_new_entries _AND_INFO_MESSAGE() - if_exception_clear_entries_and_log _AND_ERROR_MESSAGE_AND_SHUTDOWN() - loaded_entries_init_called _AND_SUCCESS_MESSAGE() - Other tests </code></pre> <p>I'm considering encapsulating the private method using the Strategy pattern so I can test it (and the public methods) in isolation.</p> <p>However I don't feel right using one because:</p> <ul> <li>I do not intend to have interchangeable behaviours at runtime</li> <li>Using the pattern for the sake of easier testing seems wrong</li> </ul> <p><strong>Update #1</strong></p> <p>My question pertains to testing the public interface for the private method's behaviour. But I end up with lots of duplicate test methods (see my examples above). </p> <p>With a strategy pattern I reckon all I need are:</p> <ul> <li>Test all the paths in the strategy (essentially testing the private method) </li> <li>Verify that all public methods invokes the strategy (Can easily use a mock object here and verify that it's been called)</li> </ul> <p>But like I mentioned I don't think I should introduce a pattern just for the sake of easier testing. I'm holding off on this approach unless I really have to.</p> <p><hr> <strong>Update #2</strong></p> <p>First attempt at reducing duplication:</p> <ul> <li><p>Private method tests grouped into its own class (Behaviour1Test)</p> <ul> <li>GetTestCases() returns list of test cases related to this behaviour</li> </ul></li> <li><p>All public methods that needs this test implements interface that exposes</p> <ul> <li>Arrange()</li> <li>Act()</li> <li>Assert()</li> </ul></li> </ul> <p>For example:</p> <pre><code>// Public method tests [TestFixture] public class PublicMethodTests: IBehaviour1Test { // Behaviour 1 Behaviour1Test _behaviour1; IEnumerable&lt;TestCaseData&gt; Behaviour1TestCases{ get { return _behaviour1.GetTestCases(); } } [Test] [TestCaseSource( Behaviour1TestCases )] public void RunBehaviour1Test(Action&lt;IBehaviour1Test&gt; runTestCase) { runTestCase(this); } // ============================== // Behaviour 1 Arrange/act/assert void IBehaviour1Test.Arrange(){} void IBehaviour1Test.Assert(object result){} object IBehaviour1Test.Act() { return _model.PublicMethod(); } // Other tests } // Implement this in order to run Behaviour1 test cases interface IBehaviour1Test { void Arrange(); object Act(); void Assert(object retValue); } // Collection of tests for behaviour 1 public class Behaviour1Test { // Generate test cases IEnumerable&lt;TestCaseData&gt;() GetTestCases() { yield return new TestCaseData((Action&lt;IBehaviour1Test&gt;)Test_1); yield return new TestCaseData((Action&lt;IBehaviour1Test&gt;)Test_2); yield return new TestCaseData((Action&lt;IBehaviour1Test&gt;)Test_3); } void Test_1(IBehaviour1Test impl) { // Arrange impl.Arrange(); // public method's arrange Test1Setup(); // Arrange for this test // Act var result = impl.Act(); // Assert Test1Assert(result); // Assert for this test impl.Assert(result); // Assert on public method } void Test_2(IBehaviour1Test impl){} void Test_3(IBehaviour1Test impl){} } </code></pre> <p>This way if I need to add a new test case for the private method's behaviour I just need to add it once in the BehaviourTest and all public method tests that contains it will be updated.</p> <p><img src= http://i.stack.imgur.com/ocBzi.png alt= enter image description here ></p>,12683021,3,2,,9/28/2012 12:01:22,,10/3/2012 13:25:58,10/2/2012 4:04:01,user1705081,,user1705081,,,1,2,unit-testing|refactoring|nunit,191
206600,SetLimitText() in a CEdit in Vista does not work,<p>This is happening on Vista. I created a new dialog based MFC project to test this. I added a CEdit control to my dialog. I called SetLimitText to let my CEdit receive 100000 characters. I tried both:</p> <pre><code>this-&gt;m_cedit1.SetLimitText(100000); UpdateData(FALSE); </code></pre> <p>and </p> <pre><code>static_cast&lt;CEdit*&gt;(GetDlgItem(IDC_EDIT1))-&gt;LimitText(100000); </code></pre> <p>I placed these calls on InitDialog.</p> <p>after I paste 5461 characters into my CEdit it becomes empty and unresponsive. Any ideas as to what is causing this and workarounds to be able to paste long strings of text in a CEdit or any other control?</p> <p>note: 5461 is 0x1555 or 1010101010101 in binary which i find quite odd.</p> <p>if I paste 5460 characters I have no problems.</p>,421845,3,2,,10/15/2008 21:37:22,,2/18/2009 14:36:14,10/15/2008 21:58:50,rec,14022,rec,14022,,1,5,visual-c++|mfc|windows-vista,2053
17681501,Android - SharedPreferences inside Adapter getView,<p>I want to access SharedPref's inside my Adapter's getView. I get an error on MODE_PRIVATE = `MODE_PRIVATE cannot be resolved to a variable'</p> <p><code>SharedPreferences sharedPreferences = getPreferences(MODE_PRIVATE);</code></p> <p>I fixed this by doing <code>mContext.MODE_PRIVATE</code> but then I get an error on getPreferences = getPreferences(int) is undefined. How can I fix this?</p> <p>Edit </p> <pre><code> @Override public View getView(int position View convertView ViewGroup parent) { if(convertView == null) { convertView = mInflator.inflate(R.layout.griditemlayout parent false); } TextView gridtv; gridtv = (TextView) convertView.findViewById(R.list.gridtext); SharedPreferences sP = ((Object) mContext).getPreferences(mContext.MODE_PRIVATE); Boolean b = sP.getBoolean(s[position] false); ... return convertView; } </code></pre>,17681797,3,3,,7/16/2013 16:01:17,,7/16/2013 16:20:22,7/16/2013 16:07:49,user2455235,,user2455235,,,1,0,android|sharedpreferences|adapter,2202
22380175,filter email in php using preg,<p>Is there any email filter in php other than <code>FILTER_VALIDATE_EMAIL</code>? I want <code>.</code> and <code>@</code> to be compulsory in the user email.</p> <p>Is there any built-in filter that can help me to accomplish this task?</p>,22380414,3,3,,3/13/2014 13:29:46,,3/13/2014 13:40:02,3/13/2014 13:35:01,,899126,user1765876,,,1,2,php|regex|validation|preg-replace,81
76534,How does the Multiview control handle its Viewstate?,<p>Does the Multiview control contain the viewstate information for each of its views regardless of whether or not the view is currently visible?</p>,91623,3,0,,9/16/2008 20:21:55,,9/18/2008 11:00:31,,,,bpil,13653,,1,1,.net|asp.net|.net-2.0,2499
5142165,I'm building a theme for tumblr and the {HasPages} doesn't seem to work properly,<p>I've put the HTML draft of the theme so far with minor CSS edits. </p> <p>Currently I have all the block posts and everything else that's essential to a tumblr theme but I can't seem to get the {HasPages} block to work properly.</p> <p>I've tested it on a different tumblr also. There are pages created and I already have provided some basic CSS for it just in case. But there isn't anything showing up.</p> <p>Has anyone has this problem and if so is there a solution I'm missing? The code to display the pages is included. </p> <pre><code>{block:HasPages} &lt;ul&gt; &lt;li&gt;&lt;a href= / &gt;Home&lt;/a&gt;&lt;/li&gt; {block:Pages}&lt;li&gt;&lt;a href= {URL} &gt;{Label}&lt;/a&gt;&lt;/li&gt;{/block:Pages} &lt;/ul&gt; {/block:HasPages} </code></pre> <p>Also is this a valid web masters' question. I'm not sure.</p>,12804890,3,0,,10/10/2010 18:47:39,,1/31/2013 18:06:26,,,,Muhammad,318822,,1,2,themes|tumblr,2631
7992475,Why is it impossible to create this directory?,<p>I want to create a directory in a Linux system. The parent directory which will contain the newly created directory has a 777 permission. The problem is that if the new directory doesn't include a subdirectory then it is created successfully. But when it contains a subdirectory  for example <code>docs/photos</code> then the subdirectory ( here /photos ) is not created ! So how to make the subdirectory created ?</p> <p>Here is the codes :</p> <pre><code> if (!file_exists($rep)) { if (mkdir($rep)) { move_uploaded_file($_FILES['upload_field']['tmp_name']  $rep. / . photo .$image_id. .png ); } } </code></pre>,7992545,3,1,,11/3/2011 9:17:50,,11/3/2011 9:23:59,,,,user806574,,,1,0,php|linux,64
5765599,inputstream inputstreamreader reader in Java,<p>inputsteam reads a byte each time and inputstreamreader can convert byte to characher and then reads a character each time and reader also reads a character each time so what is the difference between them?</p>,5765693,3,1,,4/23/2011 16:59:49,,4/23/2011 18:05:55,,,,user707549,,,1,0,java|io,671
24816456,Python logging wont shutdown,<p>I have been learning the python logging module but have been having problems getting the logging to shutdown after it's done. Here is an example -</p> <pre><code>import logging log = logging.getLogger() log.setLevel(logging.INFO) handler = logging.FileHandler('test.log') handler.setLevel(logging.INFO) formatter = logging.Formatter( fmt='%(asctime)s %(levelname)s: %(message)s' datefmt='%Y-%m-%d %H:%M:%S' ) handler.setFormatter(formatter) log.addHandler(handler) log.info('log file is open') logging.shutdown() log.info('log file should be closed') </code></pre> <p>But the module is stilling logging after the logging.shutdown() as the log file looks like this -</p> <pre><code># cat test.log 2014-07-17 19:39:35 INFO: log file is open 2014-07-17 19:39:35 INFO: log file should be closed </code></pre> <p>According to the documentation this command should perform an orderly shutdown by flushing and closing all handlers . Should I be doing something else to close the log file ? </p>,24854736,3,1,,7/18/2014 0:57:55,,7/20/2014 20:44:09,,,,nerdofnetworks,3144879,,1,0,python|logging,1267
24802109,How to pass a C# array to a JavaScript array,<p>I am trying to pass my C# array to the JavaScript behind I've managed to pass a integer to the code behind but when I try to pass the array it only shows: var rawData = System.Int32[];</p> <p>This is what I have tried so far:</p> <p>JavaScript</p> <pre><code>var rawData = &lt;%=this.array2D%&gt;; </code></pre> <p>C#</p> <pre><code>public int[] array2D; protected void Page_Load(object sender EventArgs e) { array2D = new int[] { { 700 0 } { 300 1 } { 500 2 } { 700 3 } { 400 4} }; } </code></pre> <p>Is what I want to achieve possible and if so any suggestions to have I can make it work? Cheers.</p>,24802380,3,2,,7/17/2014 11:18:38,,7/17/2014 11:32:45,,,,user2836518,,,1,0,c#|javascript|arrays,57
35497547,Remove elements from Javascript array which is there in another array,<p>I wrote a javascript function in my Angularjs application. Simply what i need to do is remove all items in arr1 which also have in arr2 (duplicate in arr2).</p> <pre><code>//array1 = array1 - array2 $rootScope.removeArrayDuplicated = function (arr1 arr2) { console.log('before'); console.log(arr1); for (var i = 0; i &lt; arr2.length; i++) { Inner: for (var j = 0; j &lt; arr1.length; j++) { if (arr2[i].name == arr1[j].name) { console.log( inside + arr2[i].name + + arr1[j].name); arr1.splice(j 1); j--; break Inner; } } } console.log('after'); console.log(arr1); return arr1; } </code></pre> <p>I print before value and after values of arr1. But i get the same array for both before and after arrays.I may done a mistake. please show me that.</p> <p>*The arrays contains json objects</p>,35497666,3,3,,2/19/2016 4:50:58,,2/19/2016 5:05:34,,,,user2326210,,,1,0,javascript|arrays|angularjs,50
3338546,SQL Question: select cities distance without duplicates,<p>I have a table with the columns: city x y</p> <p>I need to select the distance between all the cities without duplications the results should look like this city1city2distance</p> <p>but I shouldn't get city2city1distance ( since I already got the distance between those cities...</p> <p>what is the correct SQL query for that... thanks!</p>,3338570,3,3,,7/26/2010 20:02:53,,12/12/2011 19:55:00,,,,user399950,,,1,2,sql|relational-database,290
579576,VB.NET Continuously Adding One to a Text Box,<p>I am trying to create a program that has a button and a text box. Everytime the button is pushed I want it to add one to the text box. I keep getting this error: </p> <blockquote> <p>Overload resolution failed because no accessible 'Int' accepts this number of arguments</p> </blockquote> <p>Also I am a huge n00b. Here is where I am at so far thanks in advance.</p> <pre><code>Option Strict On Public Class Form1 Private Sub btnPlus_Click(ByVal sender As System.Object ByVal e As System.EventArgs) Handles btnPlus.Click Dim i As Integer = Int.Parse(txtAdd.Text) i += 1 txtAdd.Text = i.ToString() End Sub End Class </code></pre>,579602,4,0,,2/23/2009 22:04:33,,2/23/2009 23:11:40,2/23/2009 23:11:40,Russ Cam,1831,Davey,68679,,1,0,vb.net|exception|overloading,3438
349864,ASP DropDown causing ViewState to appear in Address bar,<p>If you visit <a href= http://www.maplesoft.com/company/news/index.aspx rel= nofollow >this page</a> in Internet explorer and choose a value from the Current Media Releases dropdown on the top right eventually IE will try to redirect you to an ugly url containing this string:</p> <p>_<em>EVENTTARGET=selArchives&amp;</em>_EVENTARGUMENT=&amp;_<em>LASTFOCUS=&amp;</em>_VIEWSTATE=</p> <p>The page should only be updating the selArchives Query string value.</p> <p>The drop down has AutoPostBack set to true and the codebehind is in VB here is the event handler:</p> <pre><code>Private Sub selArchives_SelectedIndexChanged(ByVal sender As System.Object ByVal e As System.EventArgs) Handles selArchives.SelectedIndexChanged Response.Redirect( index.aspx?selArchives= + selArchives.SelectedValue) End Sub </code></pre> <p>Obviously I could just write the JavaScript myself but I would like to find the source of the problem.</p> <hr> <p>Not sure what specifically was causing the problem. Looks like it was a combination of a few factors.</p> <p>Thanks for the help</p>,349930,4,0,,12/8/2008 15:28:29,,5/5/2012 8:17:28,5/5/2012 8:17:28,,728795,spaetzel,28943,,1,1,asp.net|vb.net|drop-down-menu|postback|autopostback,371
402536,Weird bit-shift behavior,<p>I'm in the process of porting some ANSI C++ code to C#... and this is killing me right now.</p> <p>Both tests have <code>value = 6844268</code>.</p> <p>Test code:</p> <pre><code>value &gt;&gt; 12 value &amp; 0x00000FFF </code></pre> <p>C++ returns 18273 and 29497 whereas C# returns 1670 and 3948. I've tried every possible combination of types in C# (int uint long ulong Int64...) but no go :(</p> <p>Original value in C++ is unsigned int. Anyone have any ideas?</p> <p>EDIT: Argh I messed up my debugging. Was looking at array[value] instead of value. My bad.</p>,402545,4,2,,12/31/2008 8:27:16,,12/31/2008 9:38:20,12/31/2008 9:25:17,bscheiman,40164,bscheiman,40164,,1,0,c#|c|bitwise-operators,588
3346018,Getting total number of records from mysql table - too slow,<p>I have a file that goes thru a large data set and splits out the rows in a paginated manner. The dataset contains about 210k rows which isn't even that much it will grow to 3Mil+ in a few weeks but its already slow.</p> <p>I have a first query that gets the total number of items in the DB for a particular WHERE clause combination the most basic one looks like this:</p> <pre><code>SELECT count(v_id) as num_items FROM versions WHERE v_status = 1 </code></pre> <p>It takes 0.9 seconds to run.</p> <p>The 2nd query is a LIMIT query that gets the actual data for that page. This query is really quick. (less than 0.001 s). </p> <pre><code>SELECT v_id v_title v_desc FROM versions WHERE v_status = 1 ORDER BY v_dateadded DESC LIMIT 0 25 </code></pre> <p>There is an index on v_status v_dateadded</p> <p>I use php. I cache the result into memcace so subsequent requests are really fast but the first request is laggy. Especially once I throw in a fulltext search in there it starts taking 2-3 seconds for the 2 queries. </p>,3346053,4,4,,7/27/2010 17:04:33,,1/17/2014 6:12:09,7/27/2010 17:30:51,user15063,,user15063,,,1,0,php|mysql|count|memcached,475
18628244,How we can create a Unique Id in Perl,<p>I want to create a <strong>UniqueId</strong>. Is there a function I can call such that every time when I use that it will give me a new Id always with a different value?</p>,18628325,4,5,,9/5/2013 5:13:36,,12/2/2013 18:35:35,9/5/2013 5:28:31,,874188,user2568702,,,1,8,perl|perl-module,6843
8374498,How to dereference a function pointer and read as data under MSVC++?,<p>Below is my attempt to read the machine code pointed to by a function pointer and print it. Currently the data being printed is not the same as the code that is generated... I've checked the values of the pointers created in the produced executable and listed by the disassembler (there is a difference between code/debugger) but don't see anything too troubling or understand how I might fix the problem.</p> <pre><code>void dummy(); int _tmain(int argc _TCHAR* argv[]) { int i; printf( \nReading dummy...\n ); for(i = 0; i &lt; 25; i++) printf( %.2X  ((char *)((void *)dummy))[i]); puts( ); dummy(); getchar(); return 0; } void __declspec(naked) dummy() { __asm { nop; nop; nop; nop; ret; } } </code></pre>,8374788,4,2,,12/4/2011 9:52:03,,12/4/2011 10:52:46,,,,user77494,,,1,4,c++|c|windows|assembly,330
243971,Function point to kloc ratio as a software metric... the Name That Tune metric?,<p>What do you think of using a metric of function point to lines of code as a metric?</p> <p>It makes me think of the old game show Name That Tune . I can name that tune in three notes! I can write that functionality in 0.1 klocs! Is this useful?</p> <p>It would certainly seem to promote library usage but is that what you want?</p>,243997,5,0,,10/28/2008 16:37:32,,5/17/2016 14:52:26,10/28/2008 17:48:15,,13930,dacracot,13930,,1,0,functional-programming|metric,1616
535779,Why does Conditional breakpoint decrease the application execution speed at debug time?,<p>When I use conditional breakpoint in VS2005 instead of using temporary code to check specific conditions I noticed it takes more time and the execution speed is decreased!! Do you know why? and how to resolve this issue?</p> <p>Exmaple:</p> <pre><code> int sequence = atoi(m_SequenceNumber.GetAscii()); if( sequence == 392914)//temporary code to check to step into code { int x = 0;//I put breakpoint here } </code></pre> <p>The previous code will execute faster than if I used conditional breakpoint with ( sequence == 392914)</p>,535822,5,1,,2/11/2009 7:32:26,,2/11/2009 9:02:27,2/11/2009 8:13:26,spoon16,3957,Ahmed Said,42749,,1,7,visual-studio|debugging|conditional-breakpoint,874
475584,First Java program (calculator) problems,<p>I'm in the process of learning Java and my first project is a calculator however I've run into a snag. I'm trying to get my calculator to let me enter a number then click an operator (+ - x /) enter another number then hit an operator again and have the display update and be able to keep this going.</p> <p>Example I would like to be able to hit the following and have it display the total each time I hit an operator after the first:</p> <blockquote> <p>a + b / c - d = </p> </blockquote> <p>The code I have seems (to me) like it should work but it doesn't. What am I doing wrong?</p> <p>The following is the code I'm using when you hit an operator. By default wait is set to false. After running through the class once value1 is stored and wait is set to true and that works fine. From there it doesn't seem to work quite right:</p> <pre><code>class OperatorListener implements ActionListener { public void actionPerformed(ActionEvent event) { String input = event.getActionCommand(); // Set display as string String s = display.getText(); if (!wait) { // Convert first input string to double try { value1 = Double.valueOf(s.trim()).doubleValue(); } catch (NumberFormatException nfe) { System.out.println( NumberFormatException: + nfe.getMessage()); } dec = false; } else { // Convert second input string to double try { value2 = Double.valueOf(s.trim()).doubleValue(); } catch (NumberFormatException nfe) { System.out.println( NumberFormatException: + nfe.getMessage()); } // Determine operation to be performed if (operator == add ) { value1 = Operators.add(value1 value2); } else if (operator == subtract ) { value1 = Operators.subtract(value1 value2); } else if (operator == multiply ) { value1 = Operators.multiply(value1 value2); } else if (operator == divide ) { value1 = Operators.divide(value1 value2); } // Convert final value to string and display display.setText(Double.toString(value1)); dec = false; } // Determine operator hit if (input.equals( + )) { operator = add ; } else if (input.equals( - )) { operator = subtract ; } else if (input.equals( x )) { operator = multiply ; } else if (input.equals( / )) { operator = divide ; } // Set wait wait = true; } } </code></pre> <p>EDIT: Updated code to fix some confusion and update the if statement. Even after this the same problem still exists. Also the full source is available <a href= http://www.chriskankiewicz.com/documents/java/development/Calculator/src/Calculator.java rel= nofollow >here</a></p>,477086,5,4,,1/24/2009 5:46:09,,1/25/2009 2:42:23,1/24/2009 6:39:31,PHLAK,27025,PHLAK,27025,,1,0,java|class|operators|calculator,4654
508696,Flex: How do you validate 2 password fields to make sure they match?,<p>I want to use a validator to ensure 2 password fields match in Flex. I want the validator to highlight form fields like a normal flex validation control. Thanks.</p>,527051,5,0,,2/3/2009 20:03:44,,4/5/2013 6:43:17,,,,Update,26,,1,3,flex|validation,13543
1976917,how to reverse mysql table,<p>I need to display what the table contains from the freshest data to the oldest. Something like this doesn't work: <code>SELECT * FROM table ORDER BY DESC;</code>. I know its becouse after <code>ORDER BY</code> should be name of the column. But I want to just reverse normal order (by normal I mean from the oldest to the freshest data). How to do this?</p>,1976928,6,0,,12/29/2009 21:01:48,,12/29/2009 21:08:59,12/29/2009 21:08:59,,13302,mothorool,,,1,0,sql|mysql,1726
282746,Connect to COM events in C# - support both managed and unmanaged servers,<p>I'm writing C# code that needs to connect to COM events. I implemented the use of IConnectionPointContainer and IConnectionPoint thus:</p> <pre><code> IConnectionPointContainer connectionPointContainer = internalGenerator as IConnectionPointContainer; if (connectionPointContainer == null) { Debug.Fail( The script generator doesn't support the required interface - IConnectionPointContainer ); throw new InvalidCastException( The script generator doesn't support the required interface - IConnectionPointContainer ); } Guid IID_IScriptGeneratorEvents = typeof(IScriptGeneratorCallback).GUID; connectionPointContainer.FindConnectionPoint(ref IID_IScriptGeneratorEvents out m_connectionPoint); m_connectionPoint.Advise(this out m_cookie); </code></pre> <p>The problem is that when the COM server is actually implemented in .Net (say C#) after .Net creates it it handles it as a .Net object not a COM object. Since the .Net object doesn't implement the IConnectionPointContainer interface I get null when trying to cast the object to that interface.</p> <p>Any idea how can i workaround this? I can of course implement IConnectionPointContainer by myself in the C# COM server however I would like a simpler solution which I can easily explain to other developers which need to implement the COM server.</p> <p>P.S I must use IConnectionPointContainer as the COM server may be implemented in non-.Net (C++ Java).</p> <p>Thanks Inbar</p>,284692,6,0,,11/12/2008 1:38:22,,5/2/2013 16:04:34,11/12/2008 3:12:40,tvanfosson,12950,Inbar Shani,36694,,1,1,c#|com|interop|iconnectionpoint,6600
719237,How important is ticket/bug format?,<p>How important is it for a bug report to be formatted? What should it contain?</p> <p>I see the following sections in a bug report usually:</p> <ul> <li>steps to reproduce</li> <li>what I see</li> <li>what I have to see</li> <li>explanation</li> </ul> <p>What is the best solution for formatting a bug report and what it should contain?</p>,719580,6,0,,4/5/2009 16:23:35,,10/8/2013 11:07:15,4/12/2010 16:45:05,,16587,Fedyashev Nikita,74089,,1,4,bug-tracking|issue-tracking,1414
19823353,HTML: order of divs and a tags for href,<p>I'm busy with HTML and CSS and got stuck with this. I have created a button with :hover and :active options which is centered on the page. Clicking on this button needs to lead to a website.</p> <p>My HTML is:</p> <pre><code>&lt;div&gt; &lt;a href= website &gt;&lt;div id= button &gt;Text&lt;/div&gt;&lt;/a&gt; &lt;/div&gt; </code></pre> <p>The CSS is:</p> <pre><code>body html { height: 100%; } a { text-decoration: none; } #button { text-transform: uppercase; font-size: 18px; text-align: center; padding: 1em 0.5em 0.8em; background-color: white; font-family: Myriad Pro Source Sans Pro Helvetica Arial sans-serif; color: #ff4700; cursor: pointer; width: 150px; -webkit-border-radius: 5px; -moz-border-radius: 5px; border-radius: 5px; border: 1px solid #ff4700; margin-left: auto; margin-right: auto; margin-bottom: 50px; -webkit-transition: all .1s ease; -moz-transition: all .1s ease; -ms-transition: all .1s ease; -o-transition: all .1s ease; transition: all .1s ease; } #button:hover { background-color: #ff4700; color: white; border: 1px solid white; } #button:active { background-color: #cc3900; } </code></pre> <p>The problem lies in the fact that the whole width of the page is clickable at the height of the button and not only the button itself that is 150px wide and is centered on the page.</p> <p>I think I have my divs mixed up and it needs other formatting and precedence but I'm not sure. Thanks for your help!</p> <p>P.S. First time on StackOverflow sorry if I formatted something wrong. Edit: P.P.S. Thank you everyone for your reactions never thought so many would take their time to help! A couple of methods worked but this was easiest to incorporate. </p> <pre><code>&lt;div&gt; &lt;a href= website style= display:block id= button &gt;Text&lt;/a&gt; &lt;/div&gt; </code></pre> <p>Again thanks!</p>,19823473,6,3,,11/6/2013 21:38:07,,11/6/2013 22:01:19,11/6/2013 22:01:19,user2962389,,user2962389,,,1,1,css|html|href,116
20845951,How to prevent window.onload from repeating itself,<p>I am trying to execute a js action that automatically sends informations to the URL for future use with php. To do so I added a onload event on the window object and modified the URL in the listener. This is what it looks like so far:</p> <pre><code>window.addEventListener( load  function() { window.location = ?test=test ; } false); </code></pre> <p>When I load the page the URL changes but this is repeated over and over until the browser crashes. I was just wondering if there was a way to only execute it once.</p>,20846288,6,10,,12/30/2013 19:17:18,,5/2/2015 16:12:08,12/31/2013 1:27:14,,649811,user3147186,,,1,0,javascript|php|html|dom|onload,885
285445,Can a Base64 String contain tabs?,<p>Simple yes or no question and I'm 90% sure that it is no... but I'm not sure.</p> <p>Can a Base64 string contain tabs?</p>,285478,9,4,,11/12/2008 21:29:02,,11/20/2012 23:11:11,,,,Jason,16794,,1,5,c#|.net|base64,2902
591253,When using random which form returns an equal 50% chance?,<p>I'm guessing that most built in random generators return something like this:</p> <pre><code>[0.0 1.0) </code></pre> <p>so if I would like a 50% chance would I use something like this:</p> <pre><code>if random() &lt; .5 </code></pre> <p>or something like:</p> <pre><code>if random() &lt;= .5 </code></pre> <p>Thanks for the help.</p>,591294,11,2,,2/26/2009 16:15:38,,6/19/2009 21:08:18,6/14/2009 15:45:31,Jason,41718,Casey,41718,,1,6,python|random,3036
